id,english,dwarf,elf,goblin,human,disambig,pos,noun,verb
471,clear,es,thema,ug,ilid,,verb,,present 1st person
472,clears,es,thema,ug,ilid,,verb,,present 3rd person
473,cleared,es,thema,ug,ilid,,verb,,preterite
474,cleared,es,thema,ug,ilid,,verb,,past participle
475,clearing,es,thema,ug,ilid,,verb,,present participle
476,clearing,dostob,famime,ud,ligir,,noun,singular,
477,clearings,dostob,famime,ud,ligir,,noun,plural,
478,cleft,gast,rathì,ostôk,kud,,noun,singular,
479,clefts,gast,rathì,ostôk,kud,,noun,plural,
480,cleave,gast,rathì,ostôk,kud,,verb,,present 1st person
481,cleaves,gast,rathì,ostôk,kud,,verb,,present 3rd person
482,clove,gast,rathì,ostôk,kud,,verb,,preterite
483,cloven,gast,rathì,ostôk,kud,,verb,,past participle
484,cleaving,gast,rathì,ostôk,kud,,verb,,present participle
485,cling,élmeth,nefuÿe,usno,gumun,,verb,,present 1st person
486,clings,élmeth,nefuÿe,usno,gumun,,verb,,present 3rd person
487,clinged,élmeth,nefuÿe,usno,gumun,,verb,,preterite
488,clinged,élmeth,nefuÿe,usno,gumun,,verb,,past participle
489,clinging,élmeth,nefuÿe,usno,gumun,,verb,,present participle
490,cloak,romlam,newo,osmmuk,iral,,noun,singular,
491,cloaks,romlam,newo,osmmuk,iral,,noun,plural,
492,clobber,avéd,naci,ûsp,ejed,,verb,,present 1st person
493,clobbers,avéd,naci,ûsp,ejed,,verb,,present 3rd person
494,clobbered,avéd,naci,ûsp,ejed,,verb,,preterite
495,clobbered,avéd,naci,ûsp,ejed,,verb,,past participle
496,clobbering,avéd,naci,ûsp,ejed,,verb,,present participle
497,clock,darål,arice,ostron,ijam,,noun,singular,
498,clocks,darål,arice,ostron,ijam,,noun,plural,
499,clod,ân,idare,zusmob,ted,,noun,singular,
500,clods,ân,idare,zusmob,ted,,noun,plural,
501,cloister,oddom,nethale,rötstong,coñu,,noun,singular,
502,cloisters,oddom,nethale,rötstong,coñu,,noun,plural,
503,cloister,oddom,nethale,rötstong,coñu,,verb,,present 1st person
504,cloisters,oddom,nethale,rötstong,coñu,,verb,,present 3rd person
505,cloistered,oddom,nethale,rötstong,coñu,,verb,,preterite
506,cloistered,oddom,nethale,rötstong,coñu,,verb,,past participle
507,cloistering,oddom,nethale,rötstong,coñu,,verb,,present participle
508,closet,zägel,madeci,snusnu,ithev,,noun,singular,
509,closets,zägel,madeci,snusnu,ithev,,noun,plural,
510,club,og,mepa,gan,lulush,,noun,singular,
511,clubs,og,mepa,gan,lulush,,noun,plural,
512,cluster,shatag,nali,gadu,itke,,noun,singular,
513,clusters,shatag,nali,gadu,itke,,noun,plural,
514,cluster,shatag,nali,gadu,itke,,verb,,present 1st person
515,clusters,shatag,nali,gadu,itke,,verb,,present 3rd person
516,clustered,shatag,nali,gadu,itke,,verb,,preterite
517,clustered,shatag,nali,gadu,itke,,verb,,past participle
518,clustering,shatag,nali,gadu,itke,,verb,,present participle
519,clutter,om,ifeta,ozma,rufo,,noun,singular,
520,clutter,om,ifeta,ozma,rufo,,noun,plural,
521,clutter,om,ifeta,ozma,rufo,,verb,,present 1st person
522,clutters,om,ifeta,ozma,rufo,,verb,,present 3rd person
523,cluttered,om,ifeta,ozma,rufo,,verb,,preterite
524,cluttered,om,ifeta,ozma,rufo,,verb,,past participle
525,cluttering,om,ifeta,ozma,rufo,,verb,,present participle
526,cobra,gisëk,vicira,gusslax,nasñok,,noun,singular,
527,cobras,gisëk,vicira,gusslax,nasñok,,noun,plural,
528,coil,balad,yila,ngosm,leti,,noun,singular,
529,coils,balad,yila,ngosm,leti,,noun,plural,
530,coil,balad,yila,ngosm,leti,,verb,,present 1st person
531,coils,balad,yila,ngosm,leti,,verb,,present 3rd person
532,coiled,balad,yila,ngosm,leti,,verb,,preterite
533,coiled,balad,yila,ngosm,leti,,verb,,past participle
534,coiling,balad,yila,ngosm,leti,,verb,,present participle
535,coldness,nekik,efilù,sumtu,nor,,noun,singular,
536,coldnesses,nekik,efilù,sumtu,nor,,noun,plural,
537,cold,nekik,efilù,sumtu,nor,,adjective,,
538,color,dakas,mima,zon,rusna,,noun,singular,
539,colors,dakas,mima,zon,rusna,,noun,plural,
540,color,dakas,mima,zon,rusna,,verb,,present 1st person
541,colors,dakas,mima,zon,rusna,,verb,,present 3rd person
542,colored,dakas,mima,zon,rusna,,verb,,preterite
543,colored,dakas,mima,zon,rusna,,verb,,past participle
544,coloring,dakas,mima,zon,rusna,,verb,,present participle
545,comet,dolek,amizo,ngostôz,nadmi,,noun,singular,
546,comets,dolek,amizo,ngostôz,nadmi,,noun,plural,
547,conqueror,sog,vacathi,uzod,apuk,,noun,singular,
548,conquerors,sog,vacathi,uzod,apuk,,noun,plural,
549,cook,rafar,othi,kengku,lem,,noun,singular,
550,cooks,rafar,othi,kengku,lem,,noun,plural,
551,cook,rafar,othi,kengku,lem,,verb,,present 1st person
552,cooks,rafar,othi,kengku,lem,,verb,,present 3rd person
553,cooked,rafar,othi,kengku,lem,,verb,,preterite
554,cooked,rafar,othi,kengku,lem,,verb,,past participle
555,cooking,rafar,othi,kengku,lem,,verb,,present participle
556,cover,laltur,thefama,oslu,opi,,noun,singular,
557,covers,laltur,thefama,oslu,opi,,noun,plural,
558,cover,laltur,thefama,oslu,opi,,verb,,present 1st person
559,covers,laltur,thefama,oslu,opi,,verb,,present 3rd person
560,covered,laltur,thefama,oslu,opi,,verb,,preterite
561,covered,laltur,thefama,oslu,opi,,verb,,past participle
562,covering,laltur,thefama,oslu,opi,,verb,,present participle
563,cotton,îkeng,ethe,ongu,thixil,,noun,singular,
564,cottons,îkeng,ethe,ongu,thixil,,noun,plural,
565,couple,dan,ana,otûst,kamloc,,noun,singular,
566,couples,dan,ana,otûst,kamloc,,noun,plural,
567,crab,ozsit,ditari,slalsto,julosm,,noun,singular,
568,crabs,ozsit,ditari,slalsto,julosm,,noun,plural,
569,crawl,dunan,awidi,olo,quiba,,verb,,present 1st person
570,crawls,dunan,awidi,olo,quiba,,verb,,present 3rd person
571,crawled,dunan,awidi,olo,quiba,,verb,,preterite
572,crawled,dunan,awidi,olo,quiba,,verb,,past participle
573,crawling,dunan,awidi,olo,quiba,,verb,,present participle
574,craze,uling,amati,mogoz,ithrek,,noun,singular,
575,crazes,uling,amati,mogoz,ithrek,,noun,plural,
576,crazed,uling,amati,mogoz,ithrek,,adjective,,
577,craziness,dîbesh,malaÿù,kagus,nedor,,noun,singular,
578,crazinesses,dîbesh,malaÿù,kagus,nedor,,noun,plural,
579,crazy,dîbesh,malaÿù,kagus,nedor,,adjective,,
580,cream,berath,yici,spost,quogub,,noun,singular,
581,creams,berath,yici,spost,quogub,,noun,plural,
582,creamy,berath,yici,spost,quogub,,adjective,,
583,creek,zangin,thime,aspak,giqua,,noun,singular,
584,creeks,zangin,thime,aspak,giqua,,noun,plural,
585,creep,shadkik,coni,gudo,sagam,,noun,singular,
586,creeps,shadkik,coni,gudo,sagam,,noun,plural,
587,creep,shadkik,coni,gudo,sagam,,verb,,present 1st person
588,creeps,shadkik,coni,gudo,sagam,,verb,,present 3rd person
589,crept,shadkik,coni,gudo,sagam,,verb,,preterite
590,crept,shadkik,coni,gudo,sagam,,verb,,past participle
591,creeping,shadkik,coni,gudo,sagam,,verb,,present participle
592,creepiness,innok,cipone,noke,culoc,,noun,singular,
593,creepinesses,innok,cipone,noke,culoc,,noun,plural,
594,creepy,innok,cipone,noke,culoc,,adjective,,
595,crescent,vukcas,corire,otuz,ebpel,,noun,singular,
596,crescents,vukcas,corire,otuz,ebpel,,noun,plural,
597,cross,metul,arifi,sakor,om,,noun,singular,
598,crosses,metul,arifi,sakor,om,,noun,plural,
599,cross,than,cuna,aruz,zov,,verb,,present 1st person
600,crosses,than,cuna,aruz,zov,,verb,,present 3rd person
601,crossed,than,cuna,aruz,zov,,verb,,preterite
602,crossed,than,cuna,aruz,zov,,verb,,past participle
603,crossing,than,cuna,aruz,zov,,verb,,present participle
604,cross,gesul,fafode,ram,vistrok,,adjective,,
605,crow,ustir,minaro,osok,erthok,,noun,singular,
606,crows,ustir,minaro,osok,erthok,,noun,plural,
607,crown,torish,iminu,tello,athis,,noun,singular,
608,crowns,torish,iminu,tello,athis,,noun,plural,
609,crucifixion,memrut,afica,stun,darek,,noun,singular,
610,crucifixions,memrut,afica,stun,darek,,noun,plural,
611,crucify,memrut,afica,stun,darek,,verb,,present 1st person
612,crucifies,memrut,afica,stun,darek,,verb,,present 3rd person
613,crucified,memrut,afica,stun,darek,,verb,,preterite
614,crucified,memrut,afica,stun,darek,,verb,,past participle
615,crucifying,memrut,afica,stun,darek,,verb,,present participle
616,crumble,usal,celedo,dasnur,meral,,verb,,present 1st person
617,crumbles,usal,celedo,dasnur,meral,,verb,,present 3rd person
618,crumbled,usal,celedo,dasnur,meral,,verb,,preterite
619,crumbled,usal,celedo,dasnur,meral,,verb,,past participle
620,crumbling,usal,celedo,dasnur,meral,,verb,,present participle
621,crush,ôm,utha,åd,inut,,verb,,present 1st person
622,crushes,ôm,utha,åd,inut,,verb,,present 3rd person
623,crushed,ôm,utha,åd,inut,,verb,,preterite
624,crushed,ôm,utha,åd,inut,,verb,,past participle
625,crushing,ôm,utha,åd,inut,,verb,,present participle
626,crusher,angrir,athala,abu,uret,,noun,singular,
627,crushers,angrir,athala,abu,uret,,noun,plural,
628,cry,cagith,nunera,nobde,cema,,verb,,present 1st person
629,cries,cagith,nunera,nobde,cema,,verb,,present 3rd person
630,cried,cagith,nunera,nobde,cema,,verb,,preterite
631,cried,cagith,nunera,nobde,cema,,verb,,past participle
632,crying,cagith,nunera,nobde,cema,,verb,,present participle
633,crypt,momuz,lòmifo,uktang,gogol,,noun,singular,
634,crypts,momuz,lòmifo,uktang,gogol,,noun,plural,
635,crystal,zas,yílo,snusnud,thimeth,,noun,singular,
636,crystals,zas,yílo,snusnud,thimeth,,noun,plural,
637,crystalline,zas,yílo,snusnud,thimeth,,adjective,,
638,cuddle,deshlir,thefefe,sledsmuz,orspa,,verb,,present 1st person
639,cuddles,deshlir,thefefe,sledsmuz,orspa,,verb,,present 3rd person
640,cuddled,deshlir,thefefe,sledsmuz,orspa,,verb,,preterite
641,cuddled,deshlir,thefefe,sledsmuz,orspa,,verb,,past participle
642,cuddling,deshlir,thefefe,sledsmuz,orspa,,verb,,present participle
643,cudgel,astesh,mane,usu,apug,,noun,singular,
644,cudgels,astesh,mane,usu,apug,,noun,plural,
645,cup,ôfid,dima,kux,wem,,noun,singular,
646,cups,ôfid,dima,kux,wem,,noun,plural,
647,curse,mothram,birètha,ngokang,ngopex,,noun,singular,
648,curses,mothram,birètha,ngokang,ngopex,,noun,plural,
649,cut,rít,raca,ostro,uso,,noun,singular,
650,cuts,rít,raca,ostro,uso,,noun,plural,
651,cyst,nolthag,miyufa,abesp,cákuth,,noun,singular,
652,cysts,nolthag,miyufa,abesp,cákuth,,noun,plural,
653,dance,matul,rimame,mutog,casser,,noun,singular,
654,dances,matul,rimame,mutog,casser,,noun,plural,
655,dance,matul,rimame,mutog,casser,,verb,,present 1st person
656,dances,matul,rimame,mutog,casser,,verb,,present 3rd person
657,danced,matul,rimame,mutog,casser,,verb,,preterite
658,danced,matul,rimame,mutog,casser,,verb,,past participle
659,dancing,matul,rimame,mutog,casser,,verb,,present participle
660,dangle,irtir,fathe,speslu,shimdo,,verb,,present 1st person
661,dangles,irtir,fathe,speslu,shimdo,,verb,,present 3rd person
662,dangled,irtir,fathe,speslu,shimdo,,verb,,preterite
663,dangled,irtir,fathe,speslu,shimdo,,verb,,past participle
664,dangling,irtir,fathe,speslu,shimdo,,verb,,present participle
665,dankness,unul,nawona,nassmu,amam,,noun,singular,
666,danknesses,unul,nawona,nassmu,amam,,noun,plural,
667,dank,unul,nawona,nassmu,amam,,adjective,,
668,dagger,urist,acita,ulspa,olith,,noun,singular,
669,daggers,urist,acita,ulspa,olith,,noun,plural,
670,darkness,umom,mari,ustro,tuth,,noun,singular,
671,darknesses,umom,mari,ustro,tuth,,noun,plural,
672,dark,umom,mari,ustro,tuth,,adjective,,
7528,bearing,nóton,ÿemi,egu,onru,birth,verb,,present participle
105,bears,dolush,alo,zudöl,musda,carry,verb,,present 3rd person
7525,bears,nóton,ÿemi,egu,onru,birth,verb,,present 3rd person
106,bore,dolush,alo,zudöl,musda,carry,verb,,preterite
677,date,lodel,rale,rusnung,lon,,verb,,present 1st person
678,dates,lodel,rale,rusnung,lon,,verb,,present 3rd person
679,dated,lodel,rale,rusnung,lon,,verb,,preterite
680,dated,lodel,rale,rusnung,lon,,verb,,past participle
681,dating,lodel,rale,rusnung,lon,,verb,,present participle
682,dawn,kodor,alino,sagus,thran,,noun,singular,
683,dawns,kodor,alino,sagus,thran,,noun,plural,
684,dawn,kodor,alino,sagus,thran,,verb,,present 1st person
685,dawns,kodor,alino,sagus,thran,,verb,,present 3rd person
686,dawned,kodor,alino,sagus,thran,,verb,,preterite
687,dawned,kodor,alino,sagus,thran,,verb,,past participle
688,dawning,kodor,alino,sagus,thran,,verb,,present participle
689,day,alod,ira,zordas,len,,noun,singular,
690,days,alod,ira,zordas,len,,noun,plural,
691,dead,nökor,anaÿa,ûstru,muthro,,noun,singular,
692,dead,nökor,anaÿa,ûstru,muthro,,noun,plural,
693,dead,nökor,anaÿa,ûstru,muthro,,adjective,,
694,dear,asen,rani,umust,ime,,adjective,,
695,death,råsh,rethi,os,ura,,noun,singular,
696,deaths,råsh,rethi,os,ura,,noun,plural,
697,die,råsh,rethi,os,ura,,verb,,present 1st person
698,dies,råsh,rethi,os,ura,,verb,,present 3rd person
699,died,råsh,rethi,os,ura,,verb,,preterite
700,died,råsh,rethi,os,ura,,verb,,past participle
701,dying,råsh,rethi,os,ura,,verb,,present participle
702,decay,ursas,veno,namo,methpu,,noun,singular,
703,decays,ursas,veno,namo,methpu,,noun,plural,
704,deceiver,vakun,vemini,damsto,ulash,,noun,singular,
705,deceivers,vakun,vemini,damsto,ulash,,noun,plural,
706,deep,thol,èna,sodor,galka,,noun,singular,
707,deeps,thol,èna,sodor,galka,,noun,plural,
708,deep,thol,èna,sodor,galka,,adjective,,
709,deer,kizbiz,liyìÿi,unes,keth,,noun,singular,
710,deer,kizbiz,liyìÿi,unes,keth,,noun,plural,
711,demon,uthgúr,slevina,arstruk,rohir,,noun,singular,
712,demons,uthgúr,slevina,arstruk,rohir,,noun,plural,
713,despair,ônor,nopo,natong,golsin,,noun,singular,
714,despairs,ônor,nopo,natong,golsin,,noun,plural,
715,destroyer,gar,carili,dutsmon,datog,,noun,singular,
716,destroyers,gar,carili,dutsmon,datog,,noun,plural,
717,destruction,terstum,lebatha,kud,tuthav,,noun,singular,
718,destructions,terstum,lebatha,kud,tuthav,,noun,plural,
719,devil,zagith,zecalo,azstrog,osel,,noun,singular,
720,devils,zagith,zecalo,azstrog,osel,,noun,plural,
721,devourer,noshtath,famolo,usmka,stom,,noun,singular,
722,devourers,noshtath,famolo,usmka,stom,,noun,plural,
723,dine,ub,esi,ngubung,izrol,,verb,,present 1st person
724,dines,ub,esi,ngubung,izrol,,verb,,present 3rd person
725,dined,ub,esi,ngubung,izrol,,verb,,preterite
726,dined,ub,esi,ngubung,izrol,,verb,,past participle
727,dining,ub,esi,ngubung,izrol,,verb,,present participle
728,dinner,ùk,nabi,stebo,queh,,noun,singular,
729,dinners,ùk,nabi,stebo,queh,,noun,plural,
730,dirt,amur,orafi,zöt,ubo,,noun,singular,
731,dirts,amur,orafi,zöt,ubo,,noun,plural,
732,ditch,minran,nili,umu,ubet,,noun,singular,
733,ditches,minran,nili,umu,ubet,,noun,plural,
734,dog,idar,macetha,anot,sheka,,noun,singular,
735,dogs,idar,macetha,anot,sheka,,noun,plural,
736,domicile,rodnul,wotha,ongob,hustra,,noun,singular,
737,domiciles,rodnul,wotha,ongob,hustra,,noun,plural,
738,domestic,rodnul,wotha,ongob,hustra,,adjective,,
739,donkey,nuggad,ceriva,usnog,tham,,noun,singular,
740,donkeys,nuggad,ceriva,usnog,tham,,noun,plural,
741,doom,okbod,emura,ngom,urbed,,noun,singular,
742,dooms,okbod,emura,ngom,urbed,,noun,plural,
743,doomed,okbod,emura,ngom,urbed,,adjective,,
744,door,tun,beÿa,sustgo,as,,noun,singular,
745,doors,tun,beÿa,sustgo,as,,noun,plural,
746,dragon,måmgoz,vutheni,kusnath,tamun,,noun,singular,
747,dragons,måmgoz,vutheni,kusnath,tamun,,noun,plural,
748,drain,fak,fana,rost,gare,,noun,singular,
749,drains,fak,fana,rost,gare,,noun,plural,
750,drain,fak,fana,rost,gare,,verb,,present 1st person
751,drains,fak,fana,rost,gare,,verb,,present 3rd person
752,drained,fak,fana,rost,gare,,verb,,preterite
753,drained,fak,fana,rost,gare,,verb,,past participle
754,draining,fak,fana,rost,gare,,verb,,present participle
755,drawl,ogon,paru,strubu,ogra,,noun,singular,
756,drawls,ogon,paru,strubu,ogra,,noun,plural,
757,drawl,ogon,paru,strubu,ogra,,verb,,present 1st person
758,drawls,ogon,paru,strubu,ogra,,verb,,present 3rd person
759,drawled,ogon,paru,strubu,ogra,,verb,,preterite
760,drawled,ogon,paru,strubu,ogra,,verb,,past participle
761,drawling,ogon,paru,strubu,ogra,,verb,,present participle
762,dreg,rëmrit,ofetha,umstrux,olek,,noun,singular,
763,dregs,rëmrit,ofetha,umstrux,olek,,noun,plural,
7031,bore,atêk,ewe,edzum,aguv,drill,verb,,present 1st person
7038,bore,edod,fife,nuslu,roñad,boredom,verb,,present 1st person
7526,bore,nóton,ÿemi,egu,onru,birth,verb,,preterite
7033,bored,atêk,ewe,edzum,aguv,drill,verb,,preterite
768,dress,zag,alame,utgub,upu,,verb,,present 1st person
769,dresses,zag,alame,utgub,upu,,verb,,present 3rd person
770,dressed,zag,alame,utgub,upu,,verb,,preterite
771,dressed,zag,alame,utgub,upu,,verb,,past participle
772,dressing,zag,alame,utgub,upu,,verb,,present participle
773,drinker,kosak,cime,asto,más,,noun,singular,
774,drinkers,kosak,cime,asto,más,,noun,plural,
775,drip,sub,céwi,storur,kacu,,noun,singular,
776,drips,sub,céwi,storur,kacu,,noun,plural,
777,drip,sub,céwi,storur,kacu,,verb,,present 1st person
778,drips,sub,céwi,storur,kacu,,verb,,present 3rd person
779,dripped,sub,céwi,storur,kacu,,verb,,preterite
780,dripped,sub,céwi,storur,kacu,,verb,,past participle
781,dripping,sub,céwi,storur,kacu,,verb,,present participle
782,drool,shegum,efano,xukong,nocpur,,noun,singular,
783,drools,shegum,efano,xukong,nocpur,,noun,plural,
784,drown,addor,iÿitho,xek,burde,,verb,,present 1st person
785,drowns,addor,iÿitho,xek,burde,,verb,,present 3rd person
786,drowned,addor,iÿitho,xek,burde,,verb,,preterite
787,drowned,addor,iÿitho,xek,burde,,verb,,past participle
788,drowning,addor,iÿitho,xek,burde,,verb,,present participle
789,drum,talin,maquaba,kun,corud,,noun,singular,
790,drums,talin,maquaba,kun,corud,,noun,plural,
791,dry,zin,sari,otsta,ushix,,verb,,present 1st person
792,dries,zin,sari,otsta,ushix,,verb,,present 3rd person
793,dried,zin,sari,otsta,ushix,,verb,,preterite
794,dried,zin,sari,otsta,ushix,,verb,,past participle
795,drying,zin,sari,otsta,ushix,,verb,,present participle
796,dump,åmmeb,catha,korar,ucshug,,noun,singular,
797,dumps,åmmeb,catha,korar,ucshug,,noun,plural,
798,dump,åmmeb,catha,korar,ucshug,,verb,,present 1st person
799,dumps,åmmeb,catha,korar,ucshug,,verb,,present 3rd person
800,dumped,åmmeb,catha,korar,ucshug,,verb,,preterite
801,dumped,åmmeb,catha,korar,ucshug,,verb,,past participle
802,dumping,åmmeb,catha,korar,ucshug,,verb,,present participle
803,dumpling,sakub,thinilu,sud,thine,,noun,singular,
804,dumplings,sakub,thinilu,sud,thine,,noun,plural,
805,dung,tig,dadi,emxa,rubsit,,noun,singular,
806,dungs,tig,dadi,emxa,rubsit,,noun,plural,
807,dungeon,edir,nuwetha,bosa,thudel,,noun,singular,
808,dungeons,edir,nuwetha,bosa,thudel,,noun,plural,
809,dusk,tath,nidela,zesmstum,disem,,noun,singular,
810,dusks,tath,nidela,zesmstum,disem,,noun,plural,
811,dust,vesh,arani,lozu,oce,,noun,singular,
812,dusts,vesh,arani,lozu,oce,,noun,plural,
813,duty,etest,ida,ngumost,mirding,,noun,singular,
814,duties,etest,ida,ngumost,mirding,,noun,plural,
815,dutiful,etest,ida,ngumost,mirding,,adjective,,
816,dye,atír,afithi,osmu,asseg,,noun,singular,
817,dyes,atír,afithi,osmu,asseg,,noun,plural,
818,eagle,lorsïth,osime,kedusm,ica,,noun,singular,
819,eagles,lorsïth,osime,kedusm,ica,,noun,plural,
820,ear,rir,eta,slusmbu,tis,,noun,singular,
821,ears,rir,eta,slusmbu,tis,,noun,plural,
822,east,em,othana,zusle,ponon,,adjective,,
823,eater,deb,mika,susmat,ot,,noun,singular,
824,eaters,deb,mika,susmat,ot,,noun,plural,
825,eat,deb,mika,susmat,ot,,verb,,present 1st person
826,eats,deb,mika,susmat,ot,,verb,,present 3rd person
827,ate,deb,mika,susmat,ot,,verb,,preterite
828,eaten,deb,mika,susmat,ot,,verb,,past participle
829,eating,deb,mika,susmat,ot,,verb,,present participle
830,ecto,shuthraz,anama,reku,thren,,prefix,,
831,eel,èshgor,werima,usnos,athrig,,noun,singular,
832,eels,èshgor,werima,usnos,athrig,,noun,plural,
833,eerieness,rùkal,elotha,ôl,olis,,noun,singular,
834,eerienesses,rùkal,elotha,ôl,olis,,noun,plural,
835,eerie,rùkal,elotha,ôl,olis,,adjective,,
836,egg,acöb,amira,donsmok,edi,,noun,singular,
837,eggs,acöb,amira,donsmok,edi,,noun,plural,
838,elder,okir,aritha,zur,elku,,noun,singular,
839,elders,okir,aritha,zur,elku,,noun,plural,
840,elder,okir,aritha,zur,elku,,adjective,,
841,entrails,arngish,wèmini,dosmar,thramak,,noun,singular,
842,entrails,arngish,wèmini,dosmar,thramak,,noun,plural,
843,eternal,zilir,eme,rusp,opu,,adjective,,
844,ever,im,ele,aslu,op,,prefix,,
845,everlasting,ïssun,ema,or,orub,,adjective,,
846,everseeing,ilus,nama,xesor,shagtho,,adjective,,
847,evil,gedor,tharumi,ûsbu,xubkib,,noun,singular,
848,evils,gedor,tharumi,ûsbu,xubkib,,noun,plural,
